"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
1427189,229582,"PRJNA229582",292163,298139,209374,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-095","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-095","XTB13-095","missing","Scaffolds","Broad Institute"
1427190,229583,"PRJNA229583",292162,298138,209375,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-096","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-096","XTB13-096","missing","Scaffolds","Broad Institute"
1427191,229584,"PRJNA229584",292161,298137,209376,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-097","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-097","XTB13-097","missing","Scaffolds","Broad Institute"
1427192,229585,"PRJNA229585",292160,298136,209377,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-098","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-098","XTB13-098","missing","Scaffolds","Broad Institute"
1427193,229586,"PRJNA229586",292159,298135,209378,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-100","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-100","XTB13-100","missing","Scaffolds","Broad Institute"
1427194,229587,"PRJNA229587",292158,298134,209379,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-102","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-102","XTB13-102","missing","Scaffolds","Broad Institute"
1427195,229588,"PRJNA229588",292157,298133,209380,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-103","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-103","XTB13-103","missing","Scaffolds","Broad Institute"
1427196,229589,"PRJNA229589",292156,298132,209381,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-104","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-104","XTB13-104","missing","Scaffolds","Broad Institute"
1427197,229590,"PRJNA229590",292155,298131,209382,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-105","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-105","XTB13-105","missing","Scaffolds","Broad Institute"
1427199,229593,"PRJNA229593",292152,298128,209384,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-107","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-107","XTB13-107","missing","Scaffolds","Broad Institute"
1427200,229594,"PRJNA229594",292151,298127,209385,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-108","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-108","XTB13-108","missing","Scaffolds","Broad Institute"
1427203,229597,"PRJNA229597",292148,298124,209388,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-111","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-111","XTB13-111","missing","Scaffolds","Broad Institute"
1427204,229598,"PRJNA229598",292147,298123,209389,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-112","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-112","XTB13-112","missing","Scaffolds","Broad Institute"
1427205,229599,"PRJNA229599",292146,298122,209390,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-113","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-113","XTB13-113","missing","Scaffolds","Broad Institute"
1427206,229600,"PRJNA229600",292145,298121,209391,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-114","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-114","XTB13-114","missing","Scaffolds","Broad Institute"
1427207,229601,"PRJNA229601",292144,298120,209392,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-115","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-115","XTB13-115","missing","Scaffolds","Broad Institute"
1427208,229602,"PRJNA229602",292143,298119,209393,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-116","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-116","XTB13-116","missing","Scaffolds","Broad Institute"
1427209,229603,"PRJNA229603",292142,298118,209394,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-117","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-117","XTB13-117","missing","Scaffolds","Broad Institute"
1427210,229604,"PRJNA229604",292141,298117,209395,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-119","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-119","XTB13-119","missing","Scaffolds","Broad Institute"
1427211,229605,"PRJNA229605",292140,298116,209396,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-120","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-120","XTB13-120","missing","Scaffolds","Broad Institute"
1427212,229606,"PRJNA229606",292139,298115,209397,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-121","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-121","XTB13-121","missing","Scaffolds","Broad Institute"
1427213,229607,"PRJNA229607",292138,298114,209398,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-122","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-122","XTB13-122","missing","Scaffolds","Broad Institute"
1427215,229609,"PRJNA229609",292136,298112,209400,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-124","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-124","XTB13-124","missing","Scaffolds","Broad Institute"
1427216,229610,"PRJNA229610",292135,298111,209401,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-125","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-125","XTB13-125","missing","Scaffolds","Broad Institute"
1427217,229611,"PRJNA229611",292134,298110,209402,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-126","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-126","XTB13-126","missing","Scaffolds","Broad Institute"
1427218,229612,"PRJNA229612",292133,298109,209403,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-127","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-127","XTB13-127","missing","Scaffolds","Broad Institute"
1427219,229613,"PRJNA229613",292132,298108,209404,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-128","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-128","XTB13-128","missing","Scaffolds","Broad Institute"
1427221,229615,"PRJNA229615",292130,298106,209406,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-131","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-131","XTB13-131","missing","Scaffolds","Broad Institute"
1427222,229616,"PRJNA229616",292129,298105,209407,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-132","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-132","XTB13-132","missing","Scaffolds","Broad Institute"
1427223,229618,"PRJNA229618",292127,298103,209408,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-133","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-133","XTB13-133","missing","Scaffolds","Broad Institute"
1427224,229619,"PRJNA229619",292126,298102,209409,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-134","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-134","XTB13-134","missing","Scaffolds","Broad Institute"
1427225,229620,"PRJNA229620",292125,298101,209410,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-135","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-135","XTB13-135","missing","Scaffolds","Broad Institute"
1427226,229621,"PRJNA229621",292124,298100,209411,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-136","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-136","XTB13-136","missing","Scaffolds","Broad Institute"
1427227,229622,"PRJNA229622",292123,298099,209412,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-137","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-137","XTB13-137","missing","Scaffolds","Broad Institute"
1427228,229623,"PRJNA229623",292122,298098,209413,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-138","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-138","XTB13-138","missing","Scaffolds","Broad Institute"
1427229,229624,"PRJNA229624",292121,298097,209414,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-140","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-140","XTB13-140","missing","Scaffolds","Broad Institute"
1427230,229625,"PRJNA229625",292120,298096,209415,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-141","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-141","XTB13-141","missing","Scaffolds","Broad Institute"
1427232,229627,"PRJNA229627",292118,298094,209417,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-143","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-143","XTB13-143","missing","Scaffolds","Broad Institute"
1427233,229628,"PRJNA229628",292117,298093,209418,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-144","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-144","XTB13-144","missing","Scaffolds","Broad Institute"
1427234,229629,"PRJNA229629",292116,298092,209419,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-145","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-145","XTB13-145","missing","Scaffolds","Broad Institute"
1427235,229630,"PRJNA229630",292115,298091,209420,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-146","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-146","XTB13-146","missing","Scaffolds","Broad Institute"
1427236,229631,"PRJNA229631",292114,298090,209421,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-147","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-147","XTB13-147","missing","Scaffolds","Broad Institute"
1427237,229632,"PRJNA229632",292113,298089,209422,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-150","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-150","XTB13-150","missing","Scaffolds","Broad Institute"
1427238,229633,"PRJNA229633",292112,298088,209423,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-152","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-152","XTB13-152","missing","Scaffolds","Broad Institute"
1427239,229634,"PRJNA229634",292111,298087,209424,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-153","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-153","XTB13-153","missing","Scaffolds","Broad Institute"
1427240,229635,"PRJNA229635",292110,298086,209425,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-154","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-154","XTB13-154","missing","Scaffolds","Broad Institute"
1427241,229636,"PRJNA229636",292109,298085,209426,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-155","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-155","XTB13-155","missing","Scaffolds","Broad Institute"
1427242,229637,"PRJNA229637",292108,298084,209427,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-156","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-156","XTB13-156","missing","Scaffolds","Broad Institute"
1427243,229638,"PRJNA229638",292107,298083,209428,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-158","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-158","XTB13-158","missing","Scaffolds","Broad Institute"
1427244,229639,"PRJNA229639",292106,298082,209429,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-159","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-159","XTB13-159","missing","Scaffolds","Broad Institute"
1427245,229640,"PRJNA229640",292105,298081,209430,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-161","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-161","XTB13-161","missing","Scaffolds","Broad Institute"
1427246,229641,"PRJNA229641",292104,298080,209431,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-162","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-162","XTB13-162","missing","Scaffolds","Broad Institute"
1427248,229644,"PRJNA229644",292102,298078,209433,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-165","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-165","XTB13-165","missing","Scaffolds","Broad Institute"
1427249,229645,"PRJNA229645",292101,298077,209434,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-167","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-167","XTB13-167","missing","Scaffolds","Broad Institute"
1427250,229646,"PRJNA229646",292100,298076,209435,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-168","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-168","XTB13-168","missing","Scaffolds","Broad Institute"
1427251,229647,"PRJNA229647",292099,298075,209436,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-169","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-169","XTB13-169","missing","Scaffolds","Broad Institute"
1427252,229648,"PRJNA229648",292098,298074,209437,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-172","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-172","XTB13-172","missing","Scaffolds","Broad Institute"
1427254,229650,"PRJNA229650",292096,298072,209439,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-175","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-175","XTB13-175","missing","Scaffolds","Broad Institute"
1427255,229651,"PRJNA229651",292095,298071,209440,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-176","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-176","XTB13-176","missing","Scaffolds","Broad Institute"
1427256,229652,"PRJNA229652",292094,298070,209441,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-177","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-177","XTB13-177","missing","Scaffolds","Broad Institute"
1427257,229653,"PRJNA229653",292093,298069,209442,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-178","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-178","XTB13-178","missing","Scaffolds","Broad Institute"
1427258,229654,"PRJNA229654",292092,298068,209443,,"Monoisolate","2014/04/30 00:00","Mycobacterium tuberculosis XTB13-179","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-179","XTB13-179","missing","Scaffolds","Broad Institute"
1402586,221504,"PRJNA221504",298670,304246,208233,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-9","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-9","OFXR-9","Unknown","Scaffolds","Broad Institute"
1455302,237424,"PRJNA237424",285287,291720,208169,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis NRITLD28","TB-ARC - Iran","TB-ARC - Iran","Mycobacterium tuberculosis NRITLD28","NRITLD28","missing","Scaffolds","Broad Institute"
1448537,235542,"PRJNA235542",287020,293333,208955,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis TKK_05SA_0024","TB-ARC - KRITH 2","TB-ARC - KRITH 2","Mycobacterium tuberculosis TKK_05SA_0024","TKK_05SA_0024","missing","Scaffolds","Broad Institute"
1448519,235524,"PRJNA235524",287038,293351,208937,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis TKK_05MA_0055","TB-ARC - KRITH 2","TB-ARC - KRITH 2","Mycobacterium tuberculosis TKK_05MA_0055","TKK_05MA_0055","missing","Scaffolds","Broad Institute"
1448436,235441,"PRJNA235441",287121,293434,208768,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis TKK_03_0102","TB-ARC - KRITH 2","TB-ARC - KRITH 2","Mycobacterium tuberculosis TKK_03_0102","TKK_03_0102","missing","Scaffolds","Broad Institute"
1438869,233375,"PRJNA233375",289081,295326,207148,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis 2542MS","TB-ARC - Romania","TB-ARC - Romania","Mycobacterium tuberculosis 2542MS","2542MS","missing","Scaffolds","Broad Institute"
1438847,233372,"PRJNA233372",289084,295329,207100,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis 2092HD","TB-ARC - Romania","TB-ARC - Romania","Mycobacterium tuberculosis 2092HD","2092HD","missing","Scaffolds","Broad Institute"
1438871,233367,"PRJNA233367",289089,295334,207158,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis 2995AB","TB-ARC - Romania","TB-ARC - Romania","Mycobacterium tuberculosis 2995AB","2995AB","missing","Scaffolds","Broad Institute"
1438850,233366,"PRJNA233366",289090,295335,207103,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis 2097HD","TB-ARC - Romania","TB-ARC - Romania","Mycobacterium tuberculosis 2097HD","2097HD","missing","Scaffolds","Broad Institute"
1438861,233352,"PRJNA233352",289104,295349,207135,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis 2231BH","TB-ARC - Romania","TB-ARC - Romania","Mycobacterium tuberculosis 2231BH","2231BH","missing","Scaffolds","Broad Institute"
1423569,229350,"PRJNA229350",292374,298335,207411,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB13-001","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB13-001","BTB13-001","missing","Scaffolds","Broad Institute"
1423524,229305,"PRJNA229305",292419,298380,207366,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB10-305","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB10-305","BTB10-305","missing","Scaffolds","Broad Institute"
1423495,229276,"PRJNA229276",292448,298409,207337,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB08-395","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB08-395","BTB08-395","missing","Scaffolds","Broad Institute"
1423477,229258,"PRJNA229258",292466,298427,207319,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB07-327","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB07-327","BTB07-327","missing","Scaffolds","Broad Institute"
1423473,229254,"PRJNA229254",292470,298431,207315,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB07-314","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB07-314","BTB07-314","missing","Scaffolds","Broad Institute"
1423464,229245,"PRJNA229245",292479,298440,207306,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB07-234","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB07-234","BTB07-234","missing","Scaffolds","Broad Institute"
1423427,229208,"PRJNA229208",292516,298477,207277,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis BTB04-120","TB Sweden","TB Sweden","Mycobacterium tuberculosis BTB04-120","BTB04-120","missing","Scaffolds","Broad Institute"
1448835,235847,"PRJNA235847",286716,293029,207932,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis M2898","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M2898","M2898","missing","Scaffolds","Broad Institute"
1448831,235843,"PRJNA235843",286720,293033,207479,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis H1964","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis H1964","H1964","missing","Scaffolds","Broad Institute"
1448827,235839,"PRJNA235839",286724,293037,207487,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis H2375","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis H2375","H2375","missing","Scaffolds","Broad Institute"
1448773,235785,"PRJNA235785",286778,293091,207895,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis M2193","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M2193","M2193","missing","Scaffolds","Broad Institute"
1448749,235761,"PRJNA235761",286802,293115,207873,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis M2084","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M2084","M2084","missing","Scaffolds","Broad Institute"
1448714,235725,"PRJNA235725",286838,293151,207838,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis M1759","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1759","M1759","missing","Scaffolds","Broad Institute"
1448655,235666,"PRJNA235666",286897,293210,207779,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis M1307","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1307","M1307","missing","Scaffolds","Broad Institute"
1421968,228046,"PRJNA228046",293634,299521,208538,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis TB_RSA52","TB-ARC - MRC SA","TB-ARC - MRC SA","Mycobacterium tuberculosis TB_RSA52","TB_RSA52","missing","Scaffolds","Broad Institute"
1354113,211720,"PRJNA211720",305943,311100,207996,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MAL020205","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020205","MAL020205","Unknown","Scaffolds","Broad Institute"
1354156,211673,"PRJNA211673",305990,311147,207959,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MAL020102","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020102","MAL020102","Unknown","Scaffolds","Broad Institute"
1354159,211664,"PRJNA211664",305999,311156,207954,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MAL010124","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL010124","MAL010124","Unknown","Scaffolds","Broad Institute"
1354157,211659,"PRJNA211659",306004,311161,207952,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MAL010117","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL010117","MAL010117","Unknown","Scaffolds","Broad Institute"
1447518,234645,"PRJNA234645",287891,294187,208020,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD14825","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD14825","MD14825","missing","Scaffolds","Broad Institute"
1447506,234628,"PRJNA234628",287908,294204,208022,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD14839","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD14839","MD14839","missing","Scaffolds","Broad Institute"
1447505,234626,"PRJNA234626",287910,294206,208010,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD13744","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD13744","MD13744","missing","Scaffolds","Broad Institute"
1447503,234623,"PRJNA234623",287913,294209,208038,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD15774","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD15774","MD15774","missing","Scaffolds","Broad Institute"
1447499,234617,"PRJNA234617",287919,294215,208032,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD15751","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD15751","MD15751","missing","Scaffolds","Broad Institute"
1447488,234601,"PRJNA234601",287935,294231,208041,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD15958","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD15958","MD15958","missing","Scaffolds","Broad Institute"
1447482,234595,"PRJNA234595",287941,294237,208078,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD17901","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD17901","MD17901","missing","Scaffolds","Broad Institute"
1447473,234586,"PRJNA234586",287950,294246,208070,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD17646","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD17646","MD17646","missing","Scaffolds","Broad Institute"
1447450,234563,"PRJNA234563",287973,294269,208076,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis MD17890","TB-ARC - Moldova","TB-ARC - Moldova","Mycobacterium tuberculosis MD17890","MD17890","missing","Scaffolds","Broad Institute"
1427279,229676,"PRJNA229676",292070,298046,209464,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis XTB13-201","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-201","XTB13-201","missing","Scaffolds","Broad Institute"
1408972,223604,"PRJNA223604",297221,302963,209217,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis UT0118","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0118","UT0118","missing","Scaffolds","Broad Institute"
1400938,219821,"PRJNA219821",299467,304985,207725,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis KT-0107","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0107","KT-0107","missing","Scaffolds","Broad Institute"
1400922,219805,"PRJNA219805",299483,305001,207705,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis KT-0079","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0079","KT-0079","missing","Scaffolds","Broad Institute"
1400885,219768,"PRJNA219768",299520,305038,207653,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis KT-0023","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0023","KT-0023","missing","Scaffolds","Broad Institute"
